COUNTRY,DATE_IMPLEMENTED,CATEGORY,MEASURE,COMMENTS
Sri Lanka,2020-03-27,Movement restrictions,Curfews,"Curfew, which is in force at present for Puttalam, Vavuniya, Mannar, Kilinochchi, Mullaitive and Jaffna districts, will be lifted at 06.00 a.m. March 27 and will be imposed again with effect from 12.00 noon on the same day."
Sri Lanka,2020-03-27,Public health measures,Strengthening the public health system,Post offices to keep opened for two hours when curfew lifted for essential activities and to deliver the medicines issued by the clinics in government hospitals to the houses of the patients on the instructions of the Coronavirus Control Task Force
Sri Lanka,2020-03-27,Social distancing,Closure of businesses and public services,All Free Trade Zones (FTZs) island wide will be closed until further notice and the employees will be sent home with the assistance of the security forces.
Sri Lanka,2020-03-27,Public health measures,Awareness campaigns,"Foreign Ministry, ICTA launch online portal for Sri Lankans overseas. All Sri Lankans living abroad are invited to register voluntarily on the platform�s basic functionalities allowing the Government of Sri Lanka to reach out and provide assistance during emergencies such as the COVID19 outbreak. This platform will allow the Ministry to access real time data for quick action. The open access platform would also facilitate Overseas Sri Lankans to interact between government stakeholders, promoting greater access to the Government services through a single centralized point at the Ministry of Foreign Relations. This Portal will also connect Overseas Sri Lankans with the network of Sri Lanka Missions abroad."
Sri Lanka,2020-03-27,Movement restrictions,Curfews,"B/w 20-27 Mar, Police arrest 4,018 for violating curfew. Police also seized 1,033 vehicles including three-wheelers, motorbikes and other motor vehicles used during the curfew."
Sri Lanka,2020-03-27,Governance and socio-economic measures,Economic measures,"Sri Lanka IRD grants grace period for February, March VAT payments until April 30"
Sri Lanka,2020-03-27,Movement restrictions,Border closure,"The Government urges Sri Lankan expatriates who wish to return to Sri Lanka to safely remain where they are now until the risk of COVID�19 virus minimized. �The Government has taken several effective initiatives to prevent the spread of the pathogen. In order to stop the virus coming into the country and its spread, the Government had completely banned overseas arrivals,� President�s Media Division (PMD) said in a statement."
Sri Lanka,2020-03-27,Governance and socio-economic measures,Economic measures,"Donations to COVID�19 Healthcare and Social Security Fund that has been established to strengthen the mitigation activities aimed at controlling the spread of COVID-19 virus in the country and related social welfare program, have been exempted from taxes and foreign exchange regulations."
Sri Lanka,2020-03-27,Governance and socio-economic measures,Economic measures,"President Gotabaya Rajapaksa has instructed the Sri Lanka Ports Authority (SLPA) to immediately provide necessary facilities to ships calling at Ports in the country during the curfew period. Accordingly, the Chairman of SLPA General Daya Ratnayake said all ships have been exempted from demurrage and entry charges."
Sri Lanka,2020-03-27,Movement restrictions,International flights suspension,All Online and Offline Airlines were informed that all international Airports in Sri Lanka will be closed for the operation of inbound international commercial passenger flights (i.e. arrivals) until 2359hrs on 31 March 2020 (local time in Sri Lanka). This closure is due to be reviewed by the Sri Lanka Authorities.
Sri Lanka,2020-03-27,Movement restrictions,Curfews,Police Deputy Inspector General (DIG) Ajith Rohana says that those arrested for violating curfew will no longer receive police bail. He further said that the violators will be produced before courts and remanded.
Sri Lanka,2020-03-27,Public health measures,Isolation and quarantine policies,"Legal action will be taken against three coronavirus-infected people who were found yesterday evading quarantine and spreading the disease, DIG Rohana said."
Sri Lanka,2020-03-27,Public health measures,Strengthening the public health system,"In order to contain the spread of COVID-19, the government has introduced a mechanism to home-deliver medicines through pharmacies in relevant areas, a statement issued by the Director General of Health Services Dr. Anil Jasinghe said."
Sri Lanka,2020-03-27,Public health measures,Strengthening the public health system,"Melstacorp PLC recently donated medical equipment worth SLR 25 million to set up a real-time PCR laboratory at the Infectious Disease Hospital, Angoda. This is a part of the organization�s broader initiative to actively support the government in its fight against COVID-19."
Sri Lanka,2020-03-27,Governance and socio-economic measures,Economic measures,Prime Minister Mahinda Rajapaksa has instructed the agriculture authorities to immediately implement large-scale programs to develop Sri Lanka�s agriculture to cope with a future global food crisis that could result from the coronavirus epidemic.
Sri Lanka,2020-03-27,Governance and socio-economic measures,Economic measures,"The Central Bank on 27th March 2020 announced a series of wide-ranging financial concessions to alleviate the hardships businesses are facing owing to the impact of Covid-19. The concessions are applicable to the entire gamut of organizations ranging from large corporate to self-employed individuals, and particularly to export-related enterprises."
Sri Lanka,2020-03-28,Social distancing,Closure of businesses and public services,"The Acting Inspector General of Police Chandana Wickramaratne has ordered to close all supermarkets, groceries and pharmacies, except state-run Rajya Osu Sala outlets in the country with immediate effect. The Police Media Spokesman said that although supermarkets in the island have been allowed to distribute essential food items to the homes of customers, it has been reported that certain supermarkets and grocery stores open the shops and sell items to customers. Therefore the Acting IGP has instructed the OICs of all police stations to close down all supermarkets and groceries effective immediately."
Sri Lanka,2020-03-28,Governance and socio-economic measures,Economic measures,The United States Department of State and the USAID will provide US$ 1.3 million to Sri Lanka as emergency health and humanitarian assistance to help fight the COVID-19 coronavirus pandemic
Sri Lanka,2020-03-29,Movement restrictions,International flights suspension,"Sri Lanka is extending the closure of international airports for arrivals of commercial passenger flights by one week to April 07 from March 31, the island�s Civil Aviation Authority said."
Sri Lanka,2020-03-29,Lockdown,Full lockdown,Two villages sealed off after COVID-19 patients found
Sri Lanka,2020-03-29,Public health measures,Strengthening the public health system,"China donations of masks, COVID-19 test kits handed over to Sri Lanka Ministry of Health"
Sri Lanka,2020-03-30,Movement restrictions,Curfews,"Curfew to continue in six districts until further notice. In all other districts, curfew will be lifted at 6.00am tomorrow (30th Monday) and will be re-imposed at 2.00pm on the same day. Traveling to and from all districts is completely prohibited except for the purpose of providing essential services."
Sri Lanka,2020-03-30,Movement restrictions,Curfews,"Bandarawela Police Superintendent Athula de Silva has stated that although curfew will be lifted tomorrow (30) in Badulla district, steps have been taken to close four major towns of the district in order to prevent the spread of COVID-19 coronavirus. SP Athula de Silva told Lankadeepa it was announced by loudspeakers that Welimada, Bandarawela, Haputale and Diyatalawa towns are closed and asked people not to visit the four towns."
Sri Lanka,2020-03-30,Governance and socio-economic measures,Economic measures,CSE declares 30th and 31st March as a market holiday
Sri Lanka,2020-03-30,Governance and socio-economic measures,Economic measures,Dialog Finance PLC Rights Issue 2020 dates to be revised again
Sri Lanka,2020-03-30,Public health measures,Strengthening the public health system,"Sri Lankan workers at the frontline of battling the COVID-19 outbreak received close to half a million serves of food and beverage products from Nestl�, worth Rs. 15 million. The products were donated to the National Operations Center for Prevention of COVID-19 for distribution to medical workers, armed forces and others, in support of the critical work they do."
Sri Lanka,2020-03-30,Governance and socio-economic measures,Economic measures,Large contributions for COVID-19 Healthcare and Social Security Fund
Sri Lanka,2020-03-30,Movement restrictions,Curfews,"No ad-hoc decisions at regional level regarding curfew and isolating areas, President Instructs"
Sri Lanka,2020-03-31,Governance and socio-economic measures,Economic measures,"Every Samurdhi family to receive Rs. 10,000 � Samurdhi Department DG"
Sri Lanka,2020-03-31,Governance and socio-economic measures,Economic measures,Factory owners requested to pay FTZ workers� March salaries
Sri Lanka,2020-03-31,Governance and socio-economic measures,Economic measures,Sri Lanka government grants more concessions to public affected by COVID-19 pandemic
Sri Lanka,2020-03-31,Movement restrictions,Curfews,Roadblocks set up in Sri Lankan capital Colombo to prevent spread of COVID-19
Sri Lanka,2020-03-31,Public health measures,Psychological assistance and medical social work,Sri Lanka Missions in South Asia work towards ensuring safety of Sri Lankan expats in the region
Sri Lanka,2020-03-31,Public health measures,Strengthening the public health system,Hospital clinics to recommence using video technology- Ridgway Women and Children�s Hospital commences pilot programme from today
Sri Lanka,2020-04-01,Movement restrictions,Curfews,"Curfew to continue in six districts until further notice, will be lifted in others on April 1. The curfew in force in the districts of Colombo, Gampaha, Kalutara, Puttalam, Kandy and Jaffna will continue until further notice, President�s Media Division announced. In all other districts, the curfew re-imposed at 2:00 pm Monday will be lifted at 6:00 am Wednesday, April 01."
Sri Lanka,2020-04-01,Governance and socio-economic measures,Economic measures,low income vulnerable families have been granted a host of financial and material benefits in the face of the COVID-19 outbreak.
Sri Lanka,2020-04-01,Public health measures,Strengthening the public health system,Government hospitals introduced to care for suspected Coronavirus patients
Sri Lanka,2020-04-02,Governance and socio-economic measures,Economic measures,Sri Lanka SEC to grant relief to investors affected by the COVID-19 hit market
Sri Lanka,2020-04-02,Public health measures,Strengthening the public health system,"A $100,000 (LKR 18.17 million) grant from the Asian Development Bank (ADB) has funded the purchase of emergency medical supplies through UNICEF in support of Sri Lanka�s response"
Sri Lanka,2020-04-02,Governance and socio-economic measures,Economic measures,Sri Lanka appeals to expatriates for foreign currency inflows assuring no restrictions. Govt appealed to all expats & well-wishers to consider depositing their foreign currency savings in local bank accounts.
Sri Lanka,2020-04-02,Governance and socio-economic measures,Economic measures,"SriLankan Airlines implements cost-saving measures to ensure its survival, livelihoods of employees"
Sri Lanka,2020-04-02,Public health measures,Awareness campaigns,Police to take legal action against publishing malicious reports in social media about COVID-19 pandemic
Sri Lanka,2020-04-02,Public health measures,Awareness campaigns,Sri Lanka warns public of fraudsters collecting money using COVID�19 Fund as cover
Sri Lanka,2020-04-02,Movement restrictions,Border closure,"All types of visas for foreigners in Sri Lanka granted extension until May 12, 2020. The Immigration and Emigration Department extended the validity period of all types of visas issued to foreigners who are currently residing in Sri Lanka until May 12, 2020"
Sri Lanka,2020-04-03,Movement restrictions,Domestic travel restrictions,"Police fire at vehicle disregarded orders at roadblock, three injured"
Sri Lanka,2020-04-03,Public health measures,Strengthening the public health system,World Bank fast-tracks $128 million COVID-19 Coronavirus support for Sri Lanka
Sri Lanka,2020-04-03,Governance and socio-economic measures,Economic measures,Central Bank of Sri Lanka further reduces policy interest rates by 25 bp
Sri Lanka,2020-04-03,Governance and socio-economic measures,Economic measures,Cabinet approval for the implementation of a food security programme
Sri Lanka,2020-04-03,Governance and socio-economic measures,Emergency administrative structures activated or established,"Presidential Task Force entrusted to provide services, especially food to sustain overall community life in Sri Lanka"
Sri Lanka,2020-04-03,Movement restrictions,Curfews,"To facilitate the pensioners who are senior citizens of this country to draw their pensions, the Army during past two days, including today (3) provided transport services to take them to their banks from their homes"
Sri Lanka,2020-04-04,Movement restrictions,Surveillance and monitoring,State intelligence service rendering significant service to prevent the spread of Coronavirus
Sri Lanka,2020-04-04,Public health measures,Strengthening the public health system,Health Minister offers solutions to PHI issues - strike averted
Sri Lanka,2020-04-04,Movement restrictions,Curfews,Sri Lanka utility regulator to provide solutions for electrical and plumbing issues of households during curfew
Sri Lanka,2020-04-04,Movement restrictions,International flights suspension,Sri Lanka extends closure of airports for passenger flight arrivals indefinitely
Sri Lanka,2020-04-04,Public health measures,Strengthening the public health system,All decisions on the COVID-19 Prevention Program according to expert advice
Sri Lanka,2020-04-05,Governance and socio-economic measures,Economic measures,Sri Lanka conducts first online tea auctions amid COVID-19 pandemic
Sri Lanka,2020-04-05,Public health measures,Psychological assistance and medical social work,Army musical programme to provide mental peace for people confined to their homes due to Covid-19
Sri Lanka,2020-04-05,Movement restrictions,Curfews,Postal Department to assist home delivery of essential goods
Sri Lanka,2020-04-05,Governance and socio-economic measures,Economic measures,CAA requests public to use hotline to notify of errant traders selling above market prices
Sri Lanka,2020-04-05,Public health measures,Testing policy,Covid-19 testing to be increased
Sri Lanka,2020-04-06,Movement restrictions,Curfews,In 19 districts curfew will be lifted at 6am (6th) and will be re-imposed at 2pm on the same day. The re-imposed curfew will continue until further notice.
Sri Lanka,2020-04-06,Social distancing,Closure of businesses and public services,6-10 April has been declared a period of work from home for the public as well as for the private sector institutes. The last week was also a period of work from home
Sri Lanka,2020-04-06,Movement restrictions,Curfews,"The curfew currently in force in the districts of Colombo, Gampaha, Kalutara, Puttalam, Kandy and Jaffna which have been identified as High Risk Zones in the wake of COVID�19 pandemic will be in effect until further notice."
Sri Lanka,2020-04-06,Movement restrictions,Curfews,there is no restriction placed on the farmers and small tea estates and export crop manufacturing processes in any district and they can engage in their work.
Sri Lanka,2020-04-06,Movement restrictions,Border closure,Sri Lanka Navy retrieves Sri Lankan crew member aboard Italy-bound cruise ship
Sri Lanka,2020-04-06,Governance and socio-economic measures,Economic measures,Sri Lanka takes measures to restrict forex outflow further
Sri Lanka,2020-04-06,Lockdown,Full lockdown,"Continued: The areas in Colombo, Kalutara and Kandy which have been demarcated as isolated areas will remain in that status until further notice and no one is permitted to enter or leave these isolated villages until further notice."
Sri Lanka,2020-04-07,Governance and socio-economic measures,Economic measures,"the government has taken steps to ensure that all senior citizens, disabled persons and those with kidney ailments as well as farmers and fishery pensions have been paid through the post offices."
Sri Lanka,2020-04-07,Public health measures,Strengthening the public health system,"A large number of drugs needed for daily health services, including medicine for non-communicable diseases, will be brought from India tomorrow (07) at the request of the government."
Sri Lanka,2020-04-08,Governance and socio-economic measures,Economic measures,Payments for public beneficiaries in Colombo to begin 8th
Sri Lanka,2020-04-09,Public health measures,Psychological assistance and medical social work,"�Despite the curfew, the NCPA has ensured that the 1929 child helpline is fully staffed and open 24 hours a day. I ask all Sri Lankans this; if you are worried about the safety or wellbeing of any child, report it immediately. We must not be in a situation where children are protected from COVID-19, for them just to be damaged by violence and abuse.�"
Sri Lanka,2020-04-10,Movement restrictions,Surveillance and monitoring,Anyone crossing district borders will be quarantined for 14 days � DIG Ajith Rohana
Sri Lanka,2020-04-10,Governance and socio-economic measures,Military deployment,Security enhanced at Sri Lanka�s maritime boundary
Sri Lanka,2020-04-10,Governance and socio-economic measures,Economic measures,Consumer Affairs Authority gazettes Maximum Retail Prices for rice
Sri Lanka,2020-04-10,Governance and socio-economic measures,Economic measures,Government allocates Rs. 600 million to buy fish harvest
Sri Lanka,2020-04-10,Governance and socio-economic measures,Military deployment,Sri Lanka Navy assists police to nab violators of self-quarantine rules
Sri Lanka,2020-04-11,Public health measures,Requirement to wear protective gear in public,Sri Lanka makes wearing face masks mandatory when stepping out
Sri Lanka,2020-04-11,Movement restrictions,Curfews,"The curfew imposed in the districts of Colombo, Gampaha, Kalutara, Puttalam, Kandy and Jaffna which have been identified as High Risk Zones will continue until further notice."
Sri Lanka,2020-04-11,Movement restrictions,Curfews,"In all other districts, curfew has been extended till 6.00am on Thursday, the 16th April. Curfew in these areas will be lifted at 6.00 am on Thursday, the 16th April and will be re-imposed at 4.00 pm on the same day."
Sri Lanka,2020-04-11,Public health measures,General recommendations,The govt requests to limit the traditions and associations during the Sinhala and Tamil New Year only to the members of the family.
Sri Lanka,2020-04-11,Movement restrictions,Domestic travel restrictions,Traveling to and from all districts has been completely prohibited except for the purpose of providing essential services.
Sri Lanka,2020-04-12,Governance and socio-economic measures,Economic measures,Sri Lanka introduces tax-free deposit account to attract foreign currency
Sri Lanka,2020-04-12,Governance and socio-economic measures,Economic measures,Sri Lanka government re-introduces abolished taxes
Sri Lanka,2020-04-12,Public health measures,Amendments to funeral and burial regulations,Gazette issued with guidelines for cremation of corpse of those died from COVID-19
Sri Lanka,2020-04-12,Public health measures,Strengthening the public health system,Navy develops 02 Negative Pressure Isolation Rooms to be installed at Colombo National Hospital
Sri Lanka,2020-04-13,Social distancing,Limit public gatherings,Work from Home period extended till April 20th
Sri Lanka,2020-04-13,Governance and socio-economic measures,Economic measures,"Government purchases over 900,000 kilos of vegetables from farmers"
Sri Lanka,2020-04-13,Lockdown,Full lockdown,Cheena Koratuwa and Pannila areas In Beruwala Isolated
Sri Lanka,2020-04-13,Lockdown,Full lockdown,"the Atalogama village in Bandaragama in Kalutara district, which had been isolated since March 29 after finding coronavirus infected, has been re-opened after completing the isolation period."
Sri Lanka,2020-04-13,Public health measures,General recommendations,President requests to perform New Year rituals confined to home for children�s benefit
Sri Lanka,2020-04-13,Public health measures,Awareness campaigns,Official COVID-19 song campaign issued by the govt
Sri Lanka,2020-04-15,Public health measures,Awareness campaigns,Sri Lanka migrant workers in 15 countries provided with govt assistance
Sri Lanka,2020-04-16,Movement restrictions,Surveillance and monitoring,Minister Gifts New Drone Camera to the Army for Its COVID-19 Control Projects
Sri Lanka,2020-04-16,Governance and socio-economic measures,Economic measures,The government will mediate in purchasing the produce which farmers are unable to sell and based on the social benefits implemented by the Presidential Task Force
Sri Lanka,2020-04-16,Governance and socio-economic measures,Economic measures,Foreign Ministry and Foreign Employment Bureau team up to step up efforts to assist Sri Lankans in the Middle East
Sri Lanka,2020-04-16,Movement restrictions,Curfews,"The curfew relaxed in the low risk areas Thursday morning was re-imposed at 4.00 pm and areas and will be effective until 6.00 am Monday, 20th April."
Sri Lanka,2020-04-17,Social distancing,Limit public gatherings,Colombo Archbishop cancels all public Easter Sunday commemorations - Requests public to remain indoors
Sri Lanka,2020-04-17,Governance and socio-economic measures,Economic measures,Benefit scheme for the elderly commences
Sri Lanka,2020-04-17,Social distancing,Closure of businesses and public services,Central Mail Exchange recommences internal operations today
Sri Lanka,2020-04-18,Social distancing,Closure of businesses and public services,Closed State institutions to re-open in three ways
Sri Lanka,2020-04-19,Governance and socio-economic measures,Economic measures,Gazette issued banning imported items that could be manufactured locally
Sri Lanka,2020-04-19,Movement restrictions,Domestic travel restrictions,"Unless for Essential Services, Entry into Colombo District Discouraged"
Sri Lanka,2020-04-19,Social distancing,Closure of businesses and public services,Sri Lankan government sets guidelines for workplaces to return to normal functions amid COVID-19
Sri Lanka,2020-04-19,Governance and socio-economic measures,Economic measures,Sri Lanka Central Bank introduces �Saubagya COVID-19 Renaissance Facility� for businesses affected by the pandemic
Sri Lanka,2020-04-20,Governance and socio-economic measures,Economic measures,Rs 5000 payment for daily wage earners who lost their work due to Covid-19
Sri Lanka,2020-04-20,Movement restrictions,Curfews,"the curfew in all districts except Colombo, Kalutara, Gampaha, Kegalle, Kandy, Puttalam and Ampara districts, will be lifted at 5.00 am on Monday (20) and re-imposed at 8.00 pm on the same day."
Sri Lanka,2020-04-20,Movement restrictions,Curfews,Curfew in these districts will be in force from 8.00 pm to 5.00 am every day until further notice.
Sri Lanka,2020-04-20,Movement restrictions,Domestic travel restrictions,"In the areas where curfew has not been lifted, transportation on the main roads will be allowed for essential services. However, even in areas where the curfew has been lifted, travel should be restricted only to attend work and essential services, the government noted. Travel between districts is also permitted only to report for work and for essential services purposes."
Sri Lanka,2020-04-20,Governance and socio-economic measures,Economic measures,Sri Lanka Central Bank permits sending funds to Sri Lankans abroad for studies and on short visits
Sri Lanka,2020-04-20,Movement restrictions,Curfews,"Curfew extended in high risk districts until April 27. Entering or leaving the Colombo, Gampaha, Kalutara and Puttalam Districts is strictly prohibited."
Sri Lanka,2020-04-21,Social distancing,Closure of businesses and public services,Sri Lanka government orders to close all liquor stores until further notice
Sri Lanka,2020-04-21,Public health measures,Awareness campaigns,No Prayers in Mosques or Distribution of Food During Ramadan
Sri Lanka,2020-04-22,Movement restrictions,Curfews,"Except police areas in Colombo, Kalutara, Puttalam and Gampaha districts the rest of the districts will have their curfews relaxed from 5.00 am to 8.00 pm. from Wednesday (April 22)."
Sri Lanka,2020-04-23,Movement restrictions,Surveillance and monitoring,Army Quick Reaction Riders' Team Conducts Random Temperature Checks on Those Entering Colombo- Head of NOCPCO
Sri Lanka,2020-04-24,Movement restrictions,Curfews,Islandwide curfew in force at 8pm on Friday (24) will be enforced until 5am on Monday (27)
Sri Lanka,2020-04-24,Governance and socio-economic measures,Economic measures,Sri Lanka overseas missions seek to re-position exports to meet market conditions resulting from COVID-19 crisis
Sri Lanka,2020-04-25,Social distancing,Limit public gatherings,"Only 1/3rd of the total workforce of each state organization such as Departments, Corporations and Boards are required to report for work. All the employees of the state sector entities who are not required to report for work in office should work from their homes."
Sri Lanka,2020-04-25,Social distancing,Limit public gatherings,Buses belonging to Sri Lanka Transport Board and railway carriages can only transport employees who are reporting for work. Civilians except those who are essentially required to report to work should remain in their homes.
Sri Lanka,2020-04-25,Social distancing,Limit public gatherings,People are allowed to leave their homes only to purchase essential items such as food and medicines. They should select the closest outlet located within walking distance from their homes to make such purchases.
Sri Lanka,2020-04-25,Movement restrictions,Domestic travel restrictions,Traveling between districts is still strictly limited only to official and other essential purposes.
Sri Lanka,2020-04-25,Governance and socio-economic measures,Economic measures,President appoints Presidential Task Force for economic revival and poverty elevation
Sri Lanka,2020-04-25,Public health measures,Awareness campaigns,Sri Lanka requests Kuwait to extend amnesty for overstaying expatriates until 30 May
Sri Lanka,2020-04-25,Movement restrictions,International flights suspension,SriLankan Airlines extends flights suspension until May 15
Sri Lanka,2020-04-25,Lockdown,Partial lockdown,Travel restricted for Navy personnel after 65 servicemen found positive for COVID-19. The Welisara Naval Base with nearly 4000 personnel and their families has been completely locked down to prevent further spread of the coronavirus.
Sri Lanka,2020-04-27,Public health measures,Awareness campaigns,National Website for COVID -19 response www.covid19.gov.lk
Sri Lanka,2020-04-27,Movement restrictions,Curfews,"The ongoing curfew in the districts of Colombo, Gampaha, Kalutara and Puttalam will remain in force till 5.00am on Monday, May 04th, President�s Media Division announced."
Sri Lanka,2020-04-27,Movement restrictions,Curfews,"In all other districts, curfew will be lifted at 5am 27th April and will be re-imposed at 8pm on the same day. In these districts, curfew will be effective from 8pm to 5am from May 1"
Sri Lanka,2020-04-27,Movement restrictions,Curfews,"All-island curfew imposed tomorrow, leave cancelled for tri-forces"
Sri Lanka,2020-04-28,Governance and socio-economic measures,Economic measures,The Central Bank of Sri Lanka Imposes Maximum Interest Rates on Pawning Advances of Licensed Banks
Sri Lanka,2020-04-28,Public health measures,Strengthening the public health system,Special Task Force established to ensure safety of military camps
Sri Lanka,2020-04-28,Movement restrictions,Surveillance and monitoring,Labor Department launches survey on private institutions affected by COVID-19
Sri Lanka,2020-04-28,Public health measures,Awareness campaigns,Defense Ministry requests media to respect privacy of coronavirus infected patients
Sri Lanka,2020-05-01,Movement restrictions,Surveillance and monitoring,Private sector businesses affected due to Corona should forward details online to Labour Department
Sri Lanka,2020-05-02,Governance and socio-economic measures,Economic measures,The Central Bank of Sri Lanka Extends the Deadlines to Facilitate Covid-19 Affected Businesses and Individuals.
Sri Lanka,2020-05-03,Governance and socio-economic measures,Economic measures,"Consumer Affairs Authority removes Maximum Retail Prices on dhal, canned fish"
Sri Lanka,2020-05-04,Social distancing,Closure of businesses and public services,"In order to resume work at both public and private sector entities in the districts of Colombo, Gampaha, Kalutara and Puttalam from 4th May, even when curfew is in force, relevant regulations will be relaxed. State organizations including Departments, Corporations and Boards as well as factories, construction enterprises, offices, vegetable and fish stalls and retail outlets belonging to the private sector are permitted to function. The private sector entities should open for work at 10am daily."
Sri Lanka,2020-05-04,Governance and socio-economic measures,Economic measures,Operation of all terminals belonging to the Port of Colombo continues
Sri Lanka,2020-05-04,Movement restrictions,Curfews,"Curfew lifted in al districts except in Western Province, Puttalam district. The curfew will continue to be in effect in Colombo, Gampaha, Kalutara and Puttalam districts until May 11."
Sri Lanka,2020-05-04,Governance and socio-economic measures,Economic measures,"Payment of Rs. 5,000 allowance, pensions for May begins 4th"
Sri Lanka,2020-05-06,Public health measures,Strengthening the public health system,"Center for Research and Development (CRD) of the Defence Ministry taking a lead in providing much-needed cost effective innovative solutions in assisting the Government�s effort to mitigate the spread of coronavirius in Sri Lanka, showcased a few of its innovations at the Defence Ministry premises"
Sri Lanka,2020-05-08,Governance and socio-economic measures,Economic measures,Sri Lanka Transparency International warns of money laundering risks emerging from government�s �no questions asked� policy
Sri Lanka,2020-05-09,Movement restrictions,Visa restrictions,Extension of Visas for the Foreigners in Sri Lanka for another 30 days to 11 June
Sri Lanka,2020-05-09,Movement restrictions,Border closure,Foreign Ministry: repatriation should be done on the basis of maximum vulnerability.
Sri Lanka,2020-05-10,Social distancing,Limit public gatherings,The employees who report for essential duties tomorrow should produce the official identity card or any letter or document confirming the identity
Sri Lanka,2020-05-10,Public health measures,Amendments to funeral and burial regulations,Muslim Community deeply distressed with cremation of Muslims died of COVID-19
Sri Lanka,2020-05-11,Social distancing,Closure of businesses and public services,Supreme Court to resume proceedings from May 11
Sri Lanka,2020-05-11,Social distancing,Closure of businesses and public services,"both public and private sector entities should resume their work from Monday, 11th May. Heads of institutes are advised to make necessary arrangements taking into consideration of the required number of employees to run their organizations. The private sector entities are requested to open for work at 10.00am daily."
Sri Lanka,2020-05-11,Social distancing,Limit public gatherings,Buses belonging to Sri Lanka Transport Board and railway carriages can only transport employees who are reporting for work.
Sri Lanka,2020-05-11,Movement restrictions,Curfews,Civilians except those who are essentially required to report to work are requested to remain in their homes. People are allowed to leave their homes only to purchase essential items such as food and medicines.
Sri Lanka,2020-05-11,Public health measures,Other public health measures enforced,Curfew passes issued by the Police authorities are valid only if the driver and passengers wear facemasks.
Sri Lanka,2020-05-11,Movement restrictions,Curfews,"Curfew in other districts of the island except in the districts of Colombo, Gampaha, Kalutara and Puttalam will only be effective from 8.00 pm to 5.00am everyday till Wednesday, the 06th of May. The curfew which will be imposed at 8.00pm on Wednesday, the 06th of May will continue till 5.00am on May 11th ."
Sri Lanka,2020-05-11,Governance and socio-economic measures,Economic measures,"Issuance of permits for sand, soil, and gravel from May 11"
Sri Lanka,2020-05-11,Governance and socio-economic measures,Economic measures,Grace period to pay traffic fines extended from May 11 to 29th
Sri Lanka,2020-05-11,Governance and socio-economic measures,Economic measures,"The Government has taken a decision to reopen the country in order to restart the economy, said Health Minister Pavithra Wanniarachchi."
Sri Lanka,2020-05-11,Social distancing,Closure of businesses and public services,The decision taken to close all liquor stores will remain in place said the Deputy Commissioner of the Excise Department Kapila Kumarasinghe in a statement.
Sri Lanka,2020-05-11,Social distancing,Limit public gatherings,"Public market, fish stalls, closed in Puttalam"
Sri Lanka,2020-05-11,Social distancing,Limit public gatherings,Provision of Railway transport facilities for essential employees: Only registered passengers can board the trains
Sri Lanka,2020-05-11,Public health measures,Other public health measures enforced,"instructions had been issued with details to all heads of state and private sector agencies in relation to conduct of affairs in their respective places of work with one-third of their staff. Accordingly, it is expected that the commencement of work would follow those instructions"
Sri Lanka,2020-05-11,Movement restrictions,Curfews,"In other districts including high risk districts of Kalutara and Puttalam curfew will be effective only from 8.00 pm to 5.00 am daily from tomorrow, Monday, May 11th until further notice."
Sri Lanka,2020-05-12,Movement restrictions,International flights suspension,SriLankan Airlines offers travel passage for travelers supporting global lockdown ease
Sri Lanka,2020-05-12,Governance and socio-economic measures,Emergency administrative structures activated or established,Court�s approval of quarantine curfew is a victory for people
Sri Lanka,2020-05-12,Movement restrictions,Surveillance and monitoring,Sri Lanka police to seize vehicles without Covid-19 curfew passes
Sri Lanka,2020-05-13,Social distancing,Closure of businesses and public services,"Train and services permitted to transport passengers according to the number of seats from tomorrow, no standing passengers"
Sri Lanka,2020-05-13,Social distancing,Limit public gatherings,season tickets and regular tickets will be issued for train commuters from tomorrow and the passengers must produce the identity card issued by their workplace in obtaining the ticket.
Sri Lanka,2020-05-13,Public health measures,Other public health measures enforced,All passengers should enter the bus from the front entrance and exit from the entrance towards the back of the bus. Hand sanitizers should be available on all buses while hand-washing facilities have been provided at all bus halts and train stations.
Sri Lanka,2020-05-13,Public health measures,Requirement to wear protective gear in public,Wearing a mask is compulsory for traveling on buses.
Sri Lanka,2020-05-14,Movement restrictions,Curfews,"The curfew imposed in the Colombo and Gampaha Districts will continue until further notice, the President�s media stated."
Sri Lanka,2020-05-14,Public health measures,Strengthening the public health system,Sri Lanka Standards Institute prepares guidelines for 11 Covid-19 safety products
Sri Lanka,2020-05-15,Public health measures,Strengthening the public health system,Navy receives �Udekki Beach Resort� for naval personnel to take breath following full recovery from virus
Sri Lanka,2020-05-15,Governance and socio-economic measures,Economic measures,"PUCSL, CEB & LECO to provide maximum relief to electricity consumers to pay electricity bills"
Sri Lanka,2020-05-17,Governance and socio-economic measures,Economic measures,Foreign ministry and foreign missions contribute to COVID-19 fund
Sri Lanka,2020-05-21,Public health measures,Strengthening the public health system,President calls for streamlining pharmaceutical supplies leaving middlemen out
Sri Lanka,2020-05-21,Public health measures,Isolation and quarantine policies,All repatriated Sri Lankans to be taken to Army-managed Quarantine Centres (QCs) for quarantine process
Sri Lanka,2020-05-22,Movement restrictions,Border closure,Sri Lanka takes measures to systematically repatriate Sri Lankans
